count,event_no,trace_length,transitions,process_entropy,process_type,statespace_size,number_of_traces
33,26,67,5.0,max_entropy,Memory,10,500.0
29,27,67,5.0,max_entropy,Memory,10,500.0
25,28,67,5.0,max_entropy,Memory,10,500.0
24,29,67,5.0,max_entropy,Memory,10,500.0
23,30,67,5.0,max_entropy,Memory,10,500.0
20,31,67,5.0,max_entropy,Memory,10,500.0
19,32,67,5.0,max_entropy,Memory,10,500.0
15,34,67,5.0,max_entropy,Memory,10,500.0
15,33,67,5.0,max_entropy,Memory,10,500.0
13,35,67,5.0,max_entropy,Memory,10,500.0
11,36,67,5.0,max_entropy,Memory,10,500.0
9,37,67,5.0,max_entropy,Memory,10,500.0
8,38,67,5.0,max_entropy,Memory,10,500.0
5,39,67,5.0,max_entropy,Memory,10,500.0
4,40,67,5.0,max_entropy,Memory,10,500.0
2,47,67,5.0,max_entropy,Memory,10,500.0
2,52,67,5.0,max_entropy,Memory,10,500.0
2,50,67,5.0,max_entropy,Memory,10,500.0
2,49,67,5.0,max_entropy,Memory,10,500.0
2,48,67,5.0,max_entropy,Memory,10,500.0
2,51,67,5.0,max_entropy,Memory,10,500.0
2,46,67,5.0,max_entropy,Memory,10,500.0
2,44,67,5.0,max_entropy,Memory,10,500.0
2,43,67,5.0,max_entropy,Memory,10,500.0
2,42,67,5.0,max_entropy,Memory,10,500.0
2,41,67,5.0,max_entropy,Memory,10,500.0
2,45,67,5.0,max_entropy,Memory,10,500.0
1,60,67,5.0,max_entropy,Memory,10,500.0
1,66,67,5.0,max_entropy,Memory,10,500.0
1,65,67,5.0,max_entropy,Memory,10,500.0
1,64,67,5.0,max_entropy,Memory,10,500.0
1,63,67,5.0,max_entropy,Memory,10,500.0
1,62,67,5.0,max_entropy,Memory,10,500.0
1,61,67,5.0,max_entropy,Memory,10,500.0
1,57,67,5.0,max_entropy,Memory,10,500.0
1,59,67,5.0,max_entropy,Memory,10,500.0
1,58,67,5.0,max_entropy,Memory,10,500.0
1,56,67,5.0,max_entropy,Memory,10,500.0
1,55,67,5.0,max_entropy,Memory,10,500.0
1,54,67,5.0,max_entropy,Memory,10,500.0
1,53,67,5.0,max_entropy,Memory,10,500.0
1,67,67,5.0,max_entropy,Memory,10,500.0
500,1,5,5.0,min_entropy,Memoryless,5,500.0
500,2,5,5.0,min_entropy,Memoryless,5,500.0
500,3,5,5.0,min_entropy,Memoryless,5,500.0
500,4,5,5.0,min_entropy,Memoryless,5,500.0
500,5,5,5.0,min_entropy,Memoryless,5,500.0
500,1,21,5.0,med_entropy,Memoryless,5,500.0
378,2,21,5.0,med_entropy,Memoryless,5,500.0
270,3,21,5.0,med_entropy,Memoryless,5,500.0
194,4,21,5.0,med_entropy,Memoryless,5,500.0
146,5,21,5.0,med_entropy,Memoryless,5,500.0
114,6,21,5.0,med_entropy,Memoryless,5,500.0
87,7,21,5.0,med_entropy,Memoryless,5,500.0
65,8,21,5.0,med_entropy,Memoryless,5,500.0
40,9,21,5.0,med_entropy,Memoryless,5,500.0
26,10,21,5.0,med_entropy,Memoryless,5,500.0
19,11,21,5.0,med_entropy,Memoryless,5,500.0
16,12,21,5.0,med_entropy,Memoryless,5,500.0
13,13,21,5.0,med_entropy,Memoryless,5,500.0
6,14,21,5.0,med_entropy,Memoryless,5,500.0
3,15,21,5.0,med_entropy,Memoryless,5,500.0
2,16,21,5.0,med_entropy,Memoryless,5,500.0
1,17,21,5.0,med_entropy,Memoryless,5,500.0
1,18,21,5.0,med_entropy,Memoryless,5,500.0
1,19,21,5.0,med_entropy,Memoryless,5,500.0
1,20,21,5.0,med_entropy,Memoryless,5,500.0
1,21,21,5.0,med_entropy,Memoryless,5,500.0
500,1,35,5.0,max_entropy,Memoryless,5,500.0
433,2,35,5.0,max_entropy,Memoryless,5,500.0
363,3,35,5.0,max_entropy,Memoryless,5,500.0
314,4,35,5.0,max_entropy,Memoryless,5,500.0
261,5,35,5.0,max_entropy,Memoryless,5,500.0
210,6,35,5.0,max_entropy,Memoryless,5,500.0
182,7,35,5.0,max_entropy,Memoryless,5,500.0
153,8,35,5.0,max_entropy,Memoryless,5,500.0
132,9,35,5.0,max_entropy,Memoryless,5,500.0
114,10,35,5.0,max_entropy,Memoryless,5,500.0
89,11,35,5.0,max_entropy,Memoryless,5,500.0
78,12,35,5.0,max_entropy,Memoryless,5,500.0
65,13,35,5.0,max_entropy,Memoryless,5,500.0
50,14,35,5.0,max_entropy,Memoryless,5,500.0
42,15,35,5.0,max_entropy,Memoryless,5,500.0
34,16,35,5.0,max_entropy,Memoryless,5,500.0
30,17,35,5.0,max_entropy,Memoryless,5,500.0
25,18,35,5.0,max_entropy,Memoryless,5,500.0
18,19,35,5.0,max_entropy,Memoryless,5,500.0
15,20,35,5.0,max_entropy,Memoryless,5,500.0
13,21,35,5.0,max_entropy,Memoryless,5,500.0
12,22,35,5.0,max_entropy,Memoryless,5,500.0
8,23,35,5.0,max_entropy,Memoryless,5,500.0
8,24,35,5.0,max_entropy,Memoryless,5,500.0
5,25,35,5.0,max_entropy,Memoryless,5,500.0
4,26,35,5.0,max_entropy,Memoryless,5,500.0
3,27,35,5.0,max_entropy,Memoryless,5,500.0
1,28,35,5.0,max_entropy,Memoryless,5,500.0
1,29,35,5.0,max_entropy,Memoryless,5,500.0
1,30,35,5.0,max_entropy,Memoryless,5,500.0
1,31,35,5.0,max_entropy,Memoryless,5,500.0
1,32,35,5.0,max_entropy,Memoryless,5,500.0
1,33,35,5.0,max_entropy,Memoryless,5,500.0
1,34,35,5.0,max_entropy,Memoryless,5,500.0
1,35,35,5.0,max_entropy,Memoryless,5,500.0
500,1,10,5.0,min_entropy,Memoryless,10,500.0
500,2,10,5.0,min_entropy,Memoryless,10,500.0
500,3,10,5.0,min_entropy,Memoryless,10,500.0
500,4,10,5.0,min_entropy,Memoryless,10,500.0
500,5,10,5.0,min_entropy,Memoryless,10,500.0
500,6,10,5.0,min_entropy,Memoryless,10,500.0
500,7,10,5.0,min_entropy,Memoryless,10,500.0
500,8,10,5.0,min_entropy,Memoryless,10,500.0
500,9,10,5.0,min_entropy,Memoryless,10,500.0
500,10,10,5.0,min_entropy,Memoryless,10,500.0
500,1,27,5.0,med_entropy,Memoryless,10,500.0
441,2,27,5.0,med_entropy,Memoryless,10,500.0
363,3,27,5.0,med_entropy,Memoryless,10,500.0
288,4,27,5.0,med_entropy,Memoryless,10,500.0
235,5,27,5.0,med_entropy,Memoryless,10,500.0
198,6,27,5.0,med_entropy,Memoryless,10,500.0
169,7,27,5.0,med_entropy,Memoryless,10,500.0
141,8,27,5.0,med_entropy,Memoryless,10,500.0
119,9,27,5.0,med_entropy,Memoryless,10,500.0
95,10,27,5.0,med_entropy,Memoryless,10,500.0
80,11,27,5.0,med_entropy,Memoryless,10,500.0
64,12,27,5.0,med_entropy,Memoryless,10,500.0
50,13,27,5.0,med_entropy,Memoryless,10,500.0
33,14,27,5.0,med_entropy,Memoryless,10,500.0
28,15,27,5.0,med_entropy,Memoryless,10,500.0
21,16,27,5.0,med_entropy,Memoryless,10,500.0
17,17,27,5.0,med_entropy,Memoryless,10,500.0
15,18,27,5.0,med_entropy,Memoryless,10,500.0
13,19,27,5.0,med_entropy,Memoryless,10,500.0
12,20,27,5.0,med_entropy,Memoryless,10,500.0
9,21,27,5.0,med_entropy,Memoryless,10,500.0
8,22,27,5.0,med_entropy,Memoryless,10,500.0
8,23,27,5.0,med_entropy,Memoryless,10,500.0
7,24,27,5.0,med_entropy,Memoryless,10,500.0
5,25,27,5.0,med_entropy,Memoryless,10,500.0
3,26,27,5.0,med_entropy,Memoryless,10,500.0
2,27,27,5.0,med_entropy,Memoryless,10,500.0
500,1,90,5.0,max_entropy,Memoryless,10,500.0
458,2,90,5.0,max_entropy,Memoryless,10,500.0
407,3,90,5.0,max_entropy,Memoryless,10,500.0
374,4,90,5.0,max_entropy,Memoryless,10,500.0
329,5,90,5.0,max_entropy,Memoryless,10,500.0
298,6,90,5.0,max_entropy,Memoryless,10,500.0
266,7,90,5.0,max_entropy,Memoryless,10,500.0
239,8,90,5.0,max_entropy,Memoryless,10,500.0
214,9,90,5.0,max_entropy,Memoryless,10,500.0
197,10,90,5.0,max_entropy,Memoryless,10,500.0
177,11,90,5.0,max_entropy,Memoryless,10,500.0
167,12,90,5.0,max_entropy,Memoryless,10,500.0
155,13,90,5.0,max_entropy,Memoryless,10,500.0
146,14,90,5.0,max_entropy,Memoryless,10,500.0
138,15,90,5.0,max_entropy,Memoryless,10,500.0
128,16,90,5.0,max_entropy,Memoryless,10,500.0
115,17,90,5.0,max_entropy,Memoryless,10,500.0
105,18,90,5.0,max_entropy,Memoryless,10,500.0
97,19,90,5.0,max_entropy,Memoryless,10,500.0
89,20,90,5.0,max_entropy,Memoryless,10,500.0
80,21,90,5.0,max_entropy,Memoryless,10,500.0
75,22,90,5.0,max_entropy,Memoryless,10,500.0
68,23,90,5.0,max_entropy,Memoryless,10,500.0
64,24,90,5.0,max_entropy,Memoryless,10,500.0
62,25,90,5.0,max_entropy,Memoryless,10,500.0
57,26,90,5.0,max_entropy,Memoryless,10,500.0
53,27,90,5.0,max_entropy,Memoryless,10,500.0
51,28,90,5.0,max_entropy,Memoryless,10,500.0
45,29,90,5.0,max_entropy,Memoryless,10,500.0
42,30,90,5.0,max_entropy,Memoryless,10,500.0
39,31,90,5.0,max_entropy,Memoryless,10,500.0
36,32,90,5.0,max_entropy,Memoryless,10,500.0
35,33,90,5.0,max_entropy,Memoryless,10,500.0
31,34,90,5.0,max_entropy,Memoryless,10,500.0
30,35,90,5.0,max_entropy,Memoryless,10,500.0
28,36,90,5.0,max_entropy,Memoryless,10,500.0
25,37,90,5.0,max_entropy,Memoryless,10,500.0
23,38,90,5.0,max_entropy,Memoryless,10,500.0
21,39,90,5.0,max_entropy,Memoryless,10,500.0
20,40,90,5.0,max_entropy,Memoryless,10,500.0
16,41,90,5.0,max_entropy,Memoryless,10,500.0
12,42,90,5.0,max_entropy,Memoryless,10,500.0
12,43,90,5.0,max_entropy,Memoryless,10,500.0
11,44,90,5.0,max_entropy,Memoryless,10,500.0
9,45,90,5.0,max_entropy,Memoryless,10,500.0
8,47,90,5.0,max_entropy,Memoryless,10,500.0
8,46,90,5.0,max_entropy,Memoryless,10,500.0
7,48,90,5.0,max_entropy,Memoryless,10,500.0
6,49,90,5.0,max_entropy,Memoryless,10,500.0
3,57,90,5.0,max_entropy,Memoryless,10,500.0
3,64,90,5.0,max_entropy,Memoryless,10,500.0
3,63,90,5.0,max_entropy,Memoryless,10,500.0
3,62,90,5.0,max_entropy,Memoryless,10,500.0
3,61,90,5.0,max_entropy,Memoryless,10,500.0
3,59,90,5.0,max_entropy,Memoryless,10,500.0
3,58,90,5.0,max_entropy,Memoryless,10,500.0
3,60,90,5.0,max_entropy,Memoryless,10,500.0
3,56,90,5.0,max_entropy,Memoryless,10,500.0
3,55,90,5.0,max_entropy,Memoryless,10,500.0
3,54,90,5.0,max_entropy,Memoryless,10,500.0
3,53,90,5.0,max_entropy,Memoryless,10,500.0
3,52,90,5.0,max_entropy,Memoryless,10,500.0
3,51,90,5.0,max_entropy,Memoryless,10,500.0
3,50,90,5.0,max_entropy,Memoryless,10,500.0
2,74,90,5.0,max_entropy,Memoryless,10,500.0
2,81,90,5.0,max_entropy,Memoryless,10,500.0
2,80,90,5.0,max_entropy,Memoryless,10,500.0
2,79,90,5.0,max_entropy,Memoryless,10,500.0
2,78,90,5.0,max_entropy,Memoryless,10,500.0
2,77,90,5.0,max_entropy,Memoryless,10,500.0
2,76,90,5.0,max_entropy,Memoryless,10,500.0
2,75,90,5.0,max_entropy,Memoryless,10,500.0
2,69,90,5.0,max_entropy,Memoryless,10,500.0
2,73,90,5.0,max_entropy,Memoryless,10,500.0
2,71,90,5.0,max_entropy,Memoryless,10,500.0
2,70,90,5.0,max_entropy,Memoryless,10,500.0
2,68,90,5.0,max_entropy,Memoryless,10,500.0
2,67,90,5.0,max_entropy,Memoryless,10,500.0
2,66,90,5.0,max_entropy,Memoryless,10,500.0
2,65,90,5.0,max_entropy,Memoryless,10,500.0
2,72,90,5.0,max_entropy,Memoryless,10,500.0
1,86,90,5.0,max_entropy,Memoryless,10,500.0
1,89,90,5.0,max_entropy,Memoryless,10,500.0
1,88,90,5.0,max_entropy,Memoryless,10,500.0
1,87,90,5.0,max_entropy,Memoryless,10,500.0
1,82,90,5.0,max_entropy,Memoryless,10,500.0
1,85,90,5.0,max_entropy,Memoryless,10,500.0
1,84,90,5.0,max_entropy,Memoryless,10,500.0
1,83,90,5.0,max_entropy,Memoryless,10,500.0
1,90,90,5.0,max_entropy,Memoryless,10,500.0
500,1,5,5.0,min_entropy,Memory,5,500.0
500,2,5,5.0,min_entropy,Memory,5,500.0
500,3,5,5.0,min_entropy,Memory,5,500.0
500,4,5,5.0,min_entropy,Memory,5,500.0
500,5,5,5.0,min_entropy,Memory,5,500.0
500,1,22,5.0,med_entropy,Memory,5,500.0
378,2,22,5.0,med_entropy,Memory,5,500.0
260,3,22,5.0,med_entropy,Memory,5,500.0
251,4,22,5.0,med_entropy,Memory,5,500.0
196,5,22,5.0,med_entropy,Memory,5,500.0
157,6,22,5.0,med_entropy,Memory,5,500.0
125,7,22,5.0,med_entropy,Memory,5,500.0
96,8,22,5.0,med_entropy,Memory,5,500.0
75,9,22,5.0,med_entropy,Memory,5,500.0
61,10,22,5.0,med_entropy,Memory,5,500.0
45,11,22,5.0,med_entropy,Memory,5,500.0
37,12,22,5.0,med_entropy,Memory,5,500.0
25,13,22,5.0,med_entropy,Memory,5,500.0
18,14,22,5.0,med_entropy,Memory,5,500.0
16,15,22,5.0,med_entropy,Memory,5,500.0
15,16,22,5.0,med_entropy,Memory,5,500.0
11,17,22,5.0,med_entropy,Memory,5,500.0
11,18,22,5.0,med_entropy,Memory,5,500.0
7,19,22,5.0,med_entropy,Memory,5,500.0
6,20,22,5.0,med_entropy,Memory,5,500.0
5,21,22,5.0,med_entropy,Memory,5,500.0
1,22,22,5.0,med_entropy,Memory,5,500.0
500,1,29,5.0,max_entropy,Memory,5,500.0
421,2,29,5.0,max_entropy,Memory,5,500.0
363,3,29,5.0,max_entropy,Memory,5,500.0
297,4,29,5.0,max_entropy,Memory,5,500.0
242,5,29,5.0,max_entropy,Memory,5,500.0
195,6,29,5.0,max_entropy,Memory,5,500.0
157,7,29,5.0,max_entropy,Memory,5,500.0
138,8,29,5.0,max_entropy,Memory,5,500.0
112,9,29,5.0,max_entropy,Memory,5,500.0
93,10,29,5.0,max_entropy,Memory,5,500.0
77,11,29,5.0,max_entropy,Memory,5,500.0
58,12,29,5.0,max_entropy,Memory,5,500.0
50,13,29,5.0,max_entropy,Memory,5,500.0
42,14,29,5.0,max_entropy,Memory,5,500.0
34,15,29,5.0,max_entropy,Memory,5,500.0
29,16,29,5.0,max_entropy,Memory,5,500.0
26,17,29,5.0,max_entropy,Memory,5,500.0
21,18,29,5.0,max_entropy,Memory,5,500.0
19,19,29,5.0,max_entropy,Memory,5,500.0
13,20,29,5.0,max_entropy,Memory,5,500.0
9,21,29,5.0,max_entropy,Memory,5,500.0
7,22,29,5.0,max_entropy,Memory,5,500.0
5,23,29,5.0,max_entropy,Memory,5,500.0
5,24,29,5.0,max_entropy,Memory,5,500.0
5,25,29,5.0,max_entropy,Memory,5,500.0
3,26,29,5.0,max_entropy,Memory,5,500.0
3,27,29,5.0,max_entropy,Memory,5,500.0
3,28,29,5.0,max_entropy,Memory,5,500.0
1,29,29,5.0,max_entropy,Memory,5,500.0
500,1,10,5.0,min_entropy,Memory,10,500.0
500,2,10,5.0,min_entropy,Memory,10,500.0
500,3,10,5.0,min_entropy,Memory,10,500.0
500,4,10,5.0,min_entropy,Memory,10,500.0
500,5,10,5.0,min_entropy,Memory,10,500.0
500,6,10,5.0,min_entropy,Memory,10,500.0
500,7,10,5.0,min_entropy,Memory,10,500.0
500,8,10,5.0,min_entropy,Memory,10,500.0
500,9,10,5.0,min_entropy,Memory,10,500.0
500,10,10,5.0,min_entropy,Memory,10,500.0
500,1,93,5.0,med_entropy,Memory,10,500.0
465,2,93,5.0,med_entropy,Memory,10,500.0
391,3,93,5.0,med_entropy,Memory,10,500.0
332,4,93,5.0,med_entropy,Memory,10,500.0
297,5,93,5.0,med_entropy,Memory,10,500.0
274,6,93,5.0,med_entropy,Memory,10,500.0
253,7,93,5.0,med_entropy,Memory,10,500.0
235,8,93,5.0,med_entropy,Memory,10,500.0
223,9,93,5.0,med_entropy,Memory,10,500.0
205,10,93,5.0,med_entropy,Memory,10,500.0
189,11,93,5.0,med_entropy,Memory,10,500.0
174,12,93,5.0,med_entropy,Memory,10,500.0
167,13,93,5.0,med_entropy,Memory,10,500.0
150,14,93,5.0,med_entropy,Memory,10,500.0
134,15,93,5.0,med_entropy,Memory,10,500.0
127,16,93,5.0,med_entropy,Memory,10,500.0
110,17,93,5.0,med_entropy,Memory,10,500.0
98,18,93,5.0,med_entropy,Memory,10,500.0
85,19,93,5.0,med_entropy,Memory,10,500.0
78,20,93,5.0,med_entropy,Memory,10,500.0
73,21,93,5.0,med_entropy,Memory,10,500.0
68,22,93,5.0,med_entropy,Memory,10,500.0
61,23,93,5.0,med_entropy,Memory,10,500.0
60,24,93,5.0,med_entropy,Memory,10,500.0
53,25,93,5.0,med_entropy,Memory,10,500.0
48,26,93,5.0,med_entropy,Memory,10,500.0
44,27,93,5.0,med_entropy,Memory,10,500.0
36,28,93,5.0,med_entropy,Memory,10,500.0
33,29,93,5.0,med_entropy,Memory,10,500.0
28,30,93,5.0,med_entropy,Memory,10,500.0
27,31,93,5.0,med_entropy,Memory,10,500.0
25,32,93,5.0,med_entropy,Memory,10,500.0
23,33,93,5.0,med_entropy,Memory,10,500.0
21,34,93,5.0,med_entropy,Memory,10,500.0
18,35,93,5.0,med_entropy,Memory,10,500.0
17,36,93,5.0,med_entropy,Memory,10,500.0
14,37,93,5.0,med_entropy,Memory,10,500.0
11,40,93,5.0,med_entropy,Memory,10,500.0
11,38,93,5.0,med_entropy,Memory,10,500.0
11,39,93,5.0,med_entropy,Memory,10,500.0
10,41,93,5.0,med_entropy,Memory,10,500.0
9,42,93,5.0,med_entropy,Memory,10,500.0
8,43,93,5.0,med_entropy,Memory,10,500.0
5,44,93,5.0,med_entropy,Memory,10,500.0
5,45,93,5.0,med_entropy,Memory,10,500.0
4,46,93,5.0,med_entropy,Memory,10,500.0
3,51,93,5.0,med_entropy,Memory,10,500.0
3,53,93,5.0,med_entropy,Memory,10,500.0
3,52,93,5.0,med_entropy,Memory,10,500.0
3,47,93,5.0,med_entropy,Memory,10,500.0
3,50,93,5.0,med_entropy,Memory,10,500.0
3,48,93,5.0,med_entropy,Memory,10,500.0
3,49,93,5.0,med_entropy,Memory,10,500.0
2,54,93,5.0,med_entropy,Memory,10,500.0
2,55,93,5.0,med_entropy,Memory,10,500.0
1,84,93,5.0,med_entropy,Memory,10,500.0
1,77,93,5.0,med_entropy,Memory,10,500.0
1,78,93,5.0,med_entropy,Memory,10,500.0
1,79,93,5.0,med_entropy,Memory,10,500.0
1,80,93,5.0,med_entropy,Memory,10,500.0
1,81,93,5.0,med_entropy,Memory,10,500.0
1,82,93,5.0,med_entropy,Memory,10,500.0
1,83,93,5.0,med_entropy,Memory,10,500.0
1,86,93,5.0,med_entropy,Memory,10,500.0
1,85,93,5.0,med_entropy,Memory,10,500.0
1,75,93,5.0,med_entropy,Memory,10,500.0
1,87,93,5.0,med_entropy,Memory,10,500.0
1,88,93,5.0,med_entropy,Memory,10,500.0
1,89,93,5.0,med_entropy,Memory,10,500.0
1,90,93,5.0,med_entropy,Memory,10,500.0
1,91,93,5.0,med_entropy,Memory,10,500.0
1,92,93,5.0,med_entropy,Memory,10,500.0
1,76,93,5.0,med_entropy,Memory,10,500.0
1,72,93,5.0,med_entropy,Memory,10,500.0
1,74,93,5.0,med_entropy,Memory,10,500.0
1,63,93,5.0,med_entropy,Memory,10,500.0
1,56,93,5.0,med_entropy,Memory,10,500.0
1,57,93,5.0,med_entropy,Memory,10,500.0
1,58,93,5.0,med_entropy,Memory,10,500.0
1,59,93,5.0,med_entropy,Memory,10,500.0
1,60,93,5.0,med_entropy,Memory,10,500.0
1,61,93,5.0,med_entropy,Memory,10,500.0
1,62,93,5.0,med_entropy,Memory,10,500.0
1,64,93,5.0,med_entropy,Memory,10,500.0
1,73,93,5.0,med_entropy,Memory,10,500.0
1,65,93,5.0,med_entropy,Memory,10,500.0
1,66,93,5.0,med_entropy,Memory,10,500.0
1,67,93,5.0,med_entropy,Memory,10,500.0
1,68,93,5.0,med_entropy,Memory,10,500.0
1,69,93,5.0,med_entropy,Memory,10,500.0
1,70,93,5.0,med_entropy,Memory,10,500.0
1,71,93,5.0,med_entropy,Memory,10,500.0
1,93,93,5.0,med_entropy,Memory,10,500.0
500,1,62,5.0,max_entropy,Memory,10,500.0
459,2,62,5.0,max_entropy,Memory,10,500.0
415,3,62,5.0,max_entropy,Memory,10,500.0
381,4,62,5.0,max_entropy,Memory,10,500.0
355,5,62,5.0,max_entropy,Memory,10,500.0
329,6,62,5.0,max_entropy,Memory,10,500.0
293,7,62,5.0,max_entropy,Memory,10,500.0
266,8,62,5.0,max_entropy,Memory,10,500.0
249,9,62,5.0,max_entropy,Memory,10,500.0
226,10,62,5.0,max_entropy,Memory,10,500.0
206,11,62,5.0,max_entropy,Memory,10,500.0
181,12,62,5.0,max_entropy,Memory,10,500.0
164,13,62,5.0,max_entropy,Memory,10,500.0
147,14,62,5.0,max_entropy,Memory,10,500.0
128,15,62,5.0,max_entropy,Memory,10,500.0
115,16,62,5.0,max_entropy,Memory,10,500.0
105,17,62,5.0,max_entropy,Memory,10,500.0
96,18,62,5.0,max_entropy,Memory,10,500.0
87,19,62,5.0,max_entropy,Memory,10,500.0
80,20,62,5.0,max_entropy,Memory,10,500.0
74,21,62,5.0,max_entropy,Memory,10,500.0
68,22,62,5.0,max_entropy,Memory,10,500.0
60,23,62,5.0,max_entropy,Memory,10,500.0
56,24,62,5.0,max_entropy,Memory,10,500.0
50,25,62,5.0,max_entropy,Memory,10,500.0
44,26,62,5.0,max_entropy,Memory,10,500.0
43,27,62,5.0,max_entropy,Memory,10,500.0
38,28,62,5.0,max_entropy,Memory,10,500.0
38,29,62,5.0,max_entropy,Memory,10,500.0
31,30,62,5.0,max_entropy,Memory,10,500.0
27,31,62,5.0,max_entropy,Memory,10,500.0
25,32,62,5.0,max_entropy,Memory,10,500.0
23,33,62,5.0,max_entropy,Memory,10,500.0
20,34,62,5.0,max_entropy,Memory,10,500.0
18,35,62,5.0,max_entropy,Memory,10,500.0
15,36,62,5.0,max_entropy,Memory,10,500.0
14,37,62,5.0,max_entropy,Memory,10,500.0
12,38,62,5.0,max_entropy,Memory,10,500.0
12,39,62,5.0,max_entropy,Memory,10,500.0
10,40,62,5.0,max_entropy,Memory,10,500.0
8,41,62,5.0,max_entropy,Memory,10,500.0
7,42,62,5.0,max_entropy,Memory,10,500.0
6,43,62,5.0,max_entropy,Memory,10,500.0
6,44,62,5.0,max_entropy,Memory,10,500.0
6,45,62,5.0,max_entropy,Memory,10,500.0
5,46,62,5.0,max_entropy,Memory,10,500.0
4,47,62,5.0,max_entropy,Memory,10,500.0
3,50,62,5.0,max_entropy,Memory,10,500.0
3,48,62,5.0,max_entropy,Memory,10,500.0
3,49,62,5.0,max_entropy,Memory,10,500.0
2,51,62,5.0,max_entropy,Memory,10,500.0
1,52,62,5.0,max_entropy,Memory,10,500.0
1,53,62,5.0,max_entropy,Memory,10,500.0
1,54,62,5.0,max_entropy,Memory,10,500.0
1,55,62,5.0,max_entropy,Memory,10,500.0
1,56,62,5.0,max_entropy,Memory,10,500.0
1,57,62,5.0,max_entropy,Memory,10,500.0
1,58,62,5.0,max_entropy,Memory,10,500.0
1,59,62,5.0,max_entropy,Memory,10,500.0
1,60,62,5.0,max_entropy,Memory,10,500.0
1,61,62,5.0,max_entropy,Memory,10,500.0
1,62,62,5.0,max_entropy,Memory,10,500.0
500,1,5,3.0,min_entropy,Memoryless,5,500.0
500,2,5,3.0,min_entropy,Memoryless,5,500.0
500,3,5,3.0,min_entropy,Memoryless,5,500.0
500,4,5,3.0,min_entropy,Memoryless,5,500.0
500,5,5,3.0,min_entropy,Memoryless,5,500.0
500,1,18,3.0,med_entropy,Memoryless,5,500.0
357,2,18,3.0,med_entropy,Memoryless,5,500.0
258,3,18,3.0,med_entropy,Memoryless,5,500.0
189,4,18,3.0,med_entropy,Memoryless,5,500.0
141,5,18,3.0,med_entropy,Memoryless,5,500.0
102,6,18,3.0,med_entropy,Memoryless,5,500.0
80,7,18,3.0,med_entropy,Memoryless,5,500.0
57,8,18,3.0,med_entropy,Memoryless,5,500.0
46,9,18,3.0,med_entropy,Memoryless,5,500.0
34,10,18,3.0,med_entropy,Memoryless,5,500.0
30,11,18,3.0,med_entropy,Memoryless,5,500.0
20,12,18,3.0,med_entropy,Memoryless,5,500.0
14,13,18,3.0,med_entropy,Memoryless,5,500.0
10,14,18,3.0,med_entropy,Memoryless,5,500.0
7,15,18,3.0,med_entropy,Memoryless,5,500.0
7,16,18,3.0,med_entropy,Memoryless,5,500.0
5,17,18,3.0,med_entropy,Memoryless,5,500.0
2,18,18,3.0,med_entropy,Memoryless,5,500.0
500,1,40,3.0,max_entropy,Memoryless,5,500.0
418,2,40,3.0,max_entropy,Memoryless,5,500.0
343,3,40,3.0,max_entropy,Memoryless,5,500.0
279,4,40,3.0,max_entropy,Memoryless,5,500.0
228,5,40,3.0,max_entropy,Memoryless,5,500.0
185,6,40,3.0,max_entropy,Memoryless,5,500.0
150,7,40,3.0,max_entropy,Memoryless,5,500.0
124,8,40,3.0,max_entropy,Memoryless,5,500.0
107,9,40,3.0,max_entropy,Memoryless,5,500.0
90,10,40,3.0,max_entropy,Memoryless,5,500.0
72,11,40,3.0,max_entropy,Memoryless,5,500.0
63,12,40,3.0,max_entropy,Memoryless,5,500.0
53,13,40,3.0,max_entropy,Memoryless,5,500.0
47,14,40,3.0,max_entropy,Memoryless,5,500.0
44,15,40,3.0,max_entropy,Memoryless,5,500.0
36,16,40,3.0,max_entropy,Memoryless,5,500.0
28,17,40,3.0,max_entropy,Memoryless,5,500.0
21,18,40,3.0,max_entropy,Memoryless,5,500.0
18,19,40,3.0,max_entropy,Memoryless,5,500.0
15,20,40,3.0,max_entropy,Memoryless,5,500.0
13,21,40,3.0,max_entropy,Memoryless,5,500.0
10,22,40,3.0,max_entropy,Memoryless,5,500.0
8,23,40,3.0,max_entropy,Memoryless,5,500.0
6,24,40,3.0,max_entropy,Memoryless,5,500.0
4,25,40,3.0,max_entropy,Memoryless,5,500.0
4,26,40,3.0,max_entropy,Memoryless,5,500.0
3,27,40,3.0,max_entropy,Memoryless,5,500.0
3,28,40,3.0,max_entropy,Memoryless,5,500.0
2,29,40,3.0,max_entropy,Memoryless,5,500.0
1,35,40,3.0,max_entropy,Memoryless,5,500.0
1,39,40,3.0,max_entropy,Memoryless,5,500.0
1,38,40,3.0,max_entropy,Memoryless,5,500.0
1,37,40,3.0,max_entropy,Memoryless,5,500.0
1,36,40,3.0,max_entropy,Memoryless,5,500.0
1,31,40,3.0,max_entropy,Memoryless,5,500.0
1,34,40,3.0,max_entropy,Memoryless,5,500.0
1,33,40,3.0,max_entropy,Memoryless,5,500.0
1,32,40,3.0,max_entropy,Memoryless,5,500.0
1,30,40,3.0,max_entropy,Memoryless,5,500.0
1,40,40,3.0,max_entropy,Memoryless,5,500.0
500,1,10,3.0,min_entropy,Memoryless,10,500.0
500,2,10,3.0,min_entropy,Memoryless,10,500.0
500,3,10,3.0,min_entropy,Memoryless,10,500.0
